longitude,latitude
144.95460780722914,-37.81422463241198
144.95447464028894,-37.8139378102708
144.95442481741696,-37.81383056622701
144.95458322611614,-37.81417147021293
144.95453297362195,-37.81406294523739
144.95445005395413,-37.813885058536854
144.95455803153243,-37.814116974999685
144.9545079060937,-37.81400914169549
144.97047376233195,-37.79698582991773
144.98018569776048,-37.848703596398444
144.95972574945938,-37.78030689571499
144.94040355034574,-37.80065257742816
144.98609159256273,-37.815279621641196
144.9506302888154,-37.77698182254881
144.96394546320172,-37.80686052330513
144.96092027114418,-37.81158594961755
144.9603922794569,-37.80305391898188
144.9795498963132,-37.82672456875444
144.97421286932283,-37.79575894677444
144.96448530521502,-37.80548368853456
144.95437807235888,-37.8137290093955
144.95440144515675,-37.81377978823749
144.9690314587579,-37.81509336913299
144.96909911021223,-37.81523872253782
144.96550958822013,-37.81018704575528
144.92342464578607,-37.79899630820384
144.9631414526038,-37.821956180759564
144.98749616856728,-37.81425415283592
144.96218231088386,-37.80278204982025
144.9886126758288,-37.81123833333381
144.96247876123485,-37.82558711904411
144.92174296951646,-37.79086431118936
144.9741225532474,-37.82064287608428
144.95681860396428,-37.793550911851995
144.97985225067222,-37.816608019945654
144.95183073094205,-37.79682910849379
144.98315994491617,-37.835051817211216
144.93009057861704,-37.79098390472655
144.97110095654335,-37.8252217837136
144.94712626106465,-37.810116709078216
144.95506985497167,-37.78374787076857
144.98707755815965,-37.83152534042783
144.9790041005704,-37.82631057782995
144.95881956817055,-37.77923516465381
144.9718861929978,-37.80884926641952
144.9430086035,-37.82484538876751
144.9544080360801,-37.79525858123994
144.92472263945223,-37.796063560458315
144.96954098802163,-37.8260650288379
144.95683178641048,-37.7777283083295
144.96537740927914,-37.81022571567457
144.9690770936774,-37.81519141154193
144.9653134693221,-37.81024440674839
144.9655756763608,-37.81016770176313
144.96905348295067,-37.81514067801204
144.96564175420065,-37.81014835687448
144.96544349022275,-37.810206389643135
144.97047830630677,-37.800752373908885
144.94001093543173,-37.82326696205947
144.95966824246702,-37.780762179457255
144.95895957460417,-37.7779009012615
144.947478925593,-37.80114401969136
144.9624618342847,-37.801172113058364
144.96102246137505,-37.8277578475114
144.97399046064922,-37.79333012928833
144.9604352433568,-37.8035070737009
144.96531476248342,-37.801384475687534
144.94867080159574,-37.80712183483592
144.9655930635411,-37.79973517650606
144.95279395817766,-37.78604376734981
144.9609170613201,-37.813808537272195
144.9773160877166,-37.82420610740038
144.9701597427566,-37.820035398158176
144.96311084108572,-37.82504645922351
144.96252225360624,-37.78864310756111
144.95888431006748,-37.79052672947903
144.9720999495328,-37.79499376215938
144.92381242938606,-37.8275091445221
144.95788690219416,-37.798746245103885
144.95917515159667,-37.788155015843174
144.95987960309145,-37.78246864415939
144.963866528547,-37.78281912402329
144.97777013271948,-37.81383834053022
144.95910298475366,-37.788746888519555
144.96625498330246,-37.79317419031032
144.96021267793196,-37.779771467795754
144.97740874035128,-37.814593865528515
144.97816512808683,-37.82520788064343
144.95907677881783,-37.78896211799097
144.95907022739544,-37.78901592509491
144.97197262492074,-37.81983751864217
144.96194791999656,-37.78957254045665
144.96876906169067,-37.81399066907394
144.9584396590593,-37.79072117717417
144.977339637628,-37.81500831916669
144.96374633724676,-37.78356914871319
144.9735393093549,-37.80029369749788
144.9774173775206,-37.81454206077232
144.95874669493332,-37.7916733511009
144.96618984822962,-37.793332031384274
144.94443723206018,-37.82029008601709
144.95553801658377,-37.799432695494666
144.96668672030373,-37.79327923324026
144.95933337307665,-37.79273609352057
144.96229940779972,-37.788895807296775
144.9598176243048,-37.809492182909324
144.9600187495935,-37.79095327680001
144.95847507960931,-37.79043420038667
144.96303704250423,-37.80325945044332
144.95856515258512,-37.814444492513104
144.96359871180408,-37.8003074172947
144.96053907538547,-37.79154613076515
144.9617534667878,-37.791196903129034
144.95869756212258,-37.81440645357043
144.96079057325437,-37.79204991860946
144.9684763350681,-37.81335198876015
144.9671542162017,-37.79316672097744
144.95922134188896,-37.787778390288636
144.95932869341112,-37.78691771845233
144.9619879362531,-37.78940211993947
144.96899288966773,-37.78806225838591
144.96384947473027,-37.78292604815072
144.9332371953252,-37.817459144536954
144.96603591439882,-37.7931738549878
144.9638152183307,-37.78314084586518
144.95985017898002,-37.790767600078084
144.95881539886685,-37.791099946910464
144.96360614999688,-37.78444165630177
144.97236826709073,-37.79520647245379
144.95916855474957,-37.788208820007526
144.9633219826904,-37.803721457854294
144.95238021995345,-37.80449362814028
144.96193388415065,-37.790611110748124
144.97218429138147,-37.81578279389367
144.96884489638742,-37.78893227905041
144.97748817668008,-37.8141327734752
144.97678348997863,-37.81206442305634
144.9588566678578,-37.79323880968439
144.9623446467039,-37.791857517587886
144.96031092881756,-37.791211551239925
144.95971920883449,-37.78375005761788
144.959380796155,-37.79269787875535
144.95863136298544,-37.81442548502011
144.9628402464899,-37.78773514966184
144.95835967031203,-37.79491223472507
144.96480924236133,-37.79531898123204
144.9648291117974,-37.79520296940007
144.96117439626278,-37.81261091496932
144.96846791852943,-37.79112338700281
144.96021059160918,-37.79112773681441
144.9629528918554,-37.787063762640166
144.96888197476235,-37.788714740298346
144.95981045185178,-37.78300643321969
144.97737419058078,-37.814801086045705
144.965542712784,-37.814686676339925
144.9779060350637,-37.81301337890496
144.96273441474804,-37.78035965351307
144.97733100297958,-37.81506012228555
144.95887777507846,-37.790584125657304
144.9647903194973,-37.79542974257195
144.93249231342733,-37.7906859121973
144.95580703059076,-37.81981572724239
144.95967701301387,-37.7840862562391
144.9596703648797,-37.78414231993628
144.9582958672347,-37.814521471551295
144.96702005487197,-37.79320755700471
144.95876375910422,-37.814387416638944
144.96491498555432,-37.79440183768646
144.95984555529697,-37.782737578179415
144.95947402312564,-37.78573404312373
144.95880051871453,-37.79305903675725
144.95884320069456,-37.79087063594385
144.9535492007646,-37.785401895758405
144.95743146500132,-37.79893266680441
144.9583765793881,-37.79123224458096
144.95841175031495,-37.794484761408945
144.96221406104212,-37.77878703462116
144.96929234941499,-37.78633370399855
144.96648692081328,-37.794532206608274
144.95763541847666,-37.79727881757656
144.96741853751544,-37.79307195148999
144.96691126126294,-37.79307306701432
144.9668871232992,-37.79353730209012
144.964819187671,-37.795260966509666
144.9638237635428,-37.7830872691917
144.96036338660835,-37.778555459745334
144.95832878941775,-37.791619438944075
144.94698910494265,-37.819478955070544
144.96124389502364,-37.77826244860669
144.96004668176374,-37.781115499799164
144.95823643583043,-37.79592249836998
144.97746239938996,-37.814287288914315
144.9685382474845,-37.79072399211151
144.96868844299604,-37.79997909110546
144.95963643129537,-37.78442143704557
144.97750531290814,-37.81402927881239
144.9593087442396,-37.787079112126925
144.96933034202632,-37.78611193903585
144.9626962185774,-37.77955485684922
144.96302528458804,-37.78662974264839
144.95988167166166,-37.80947373705679
144.9621715131667,-37.77874533557707
144.97322524465378,-37.799225550326376
144.9601934577936,-37.791302800319905
144.96262855422827,-37.77935262335476
144.9685919464989,-37.81414935604948
144.95936772067878,-37.786594848042206
144.95882175215277,-37.793287086002785
144.9587049385775,-37.79347261605028
144.95755965000893,-37.79789429052734
144.96333106516292,-37.80366788184529
144.97779612387177,-37.81368277124014
144.96472431945216,-37.79581145837865
144.96281605013573,-37.791963237928066
144.9600263588417,-37.78127686835515
144.96008734877557,-37.78079276994157
144.9603504725873,-37.77866309952563
144.9721837964001,-37.79518653198474
144.96273552882292,-37.77970688905415
144.95744405255692,-37.79883002462285
144.97768311263638,-37.81294781190037
144.96311493458887,-37.7818494968227
144.97205152684913,-37.79517243314242
144.96491551771203,-37.79457856334094
144.96919774878344,-37.78688664220397
144.95751833658758,-37.81014938114952
144.95007489687563,-37.8031971333629
144.9775462377722,-37.81376995433833
144.96238444513955,-37.803187965743746
144.97820133318734,-37.825226006956
144.96026194073602,-37.77937607778925
144.9709887905063,-37.81411022734149
144.9689744304047,-37.78817092791902
144.95878121141362,-37.79138633997267
144.97216167073097,-37.81978084720251
144.97128733224943,-37.79490584629676
144.96285778238357,-37.781467668870356
144.97778745817766,-37.81373438080798
144.97752962457508,-37.81387596979439
144.96025490562027,-37.77943254355329
144.95986636594404,-37.78257624773781
144.95971977597418,-37.79084641427779
144.94639818607257,-37.80886665793897
144.96364059586904,-37.784225564693465
144.9673754256423,-37.793592128816336
144.961919063411,-37.79025889478362
144.96033665634803,-37.77877065647527
144.96029728256167,-37.7790936549082
144.95985257155982,-37.782683810408045
144.96383234733196,-37.783033445683174
144.95883624546158,-37.79092800381899
144.9599059722816,-37.78225342715819
144.96008049013346,-37.7808465520556
144.96010062513906,-37.78068516901251
144.95839764162753,-37.79459954024245
144.96932090422655,-37.78616713471557
144.9692356557766,-37.78666507751664
144.96191212020017,-37.78983314063674
144.9496380293563,-37.80507917648692
144.9658786776527,-37.798076911850785
144.96681937391173,-37.793254481693914
144.96859566880445,-37.79038122319382
144.9598927222092,-37.78236103031212
144.96934928621886,-37.78600144977617
144.95003619214555,-37.80777109932845
144.96856735631434,-37.79055266944173
144.9727175499555,-37.795061829595014
144.9585184715703,-37.7938954505094
144.9605253821862,-37.79136987137311
144.9583245914249,-37.79519568063987
144.96006556705305,-37.7909978444101
144.96358055159496,-37.784602242315714
144.96710174791556,-37.79356140849008
144.94007822855858,-37.81381155163359
144.9600939899385,-37.780738970093466
144.9592795683435,-37.79278166058384
144.95574307657938,-37.81983379925125
144.94614525437478,-37.80799112110311
144.95929544478895,-37.78718671247578
144.97732236575584,-37.81511191814604
144.95873310410042,-37.79342464432408
144.95820472549997,-37.79617787067408
144.95883463645083,-37.79301730096011
144.96001950607297,-37.7813306567355
144.95653728834176,-37.81285967354565
144.9630691716116,-37.786370153112884
144.96015986211262,-37.78020091220269
144.95934864262384,-37.78675631409775
144.959656919392,-37.78425443509035
144.95846799715832,-37.79049158180667
144.95547195332222,-37.80811657210458
144.97273655292813,-37.79524595702628
144.95803512882375,-37.79757155079549
144.97554281209923,-37.81192829713472
144.96359763374954,-37.784495073662946
144.95762177904516,-37.79738381537499
144.957424870267,-37.79898644365591
144.9680227680832,-37.79875409814871
144.976112533102,-37.81199068360816
144.97277440056968,-37.79506794584279
144.9647484951165,-37.79623681446065
144.96209021995077,-37.78917033619908
144.96335843850085,-37.80350694834211
144.96016634447383,-37.7801471077252
144.9636742044573,-37.784014728710325
144.9469086957919,-37.80834009274999
144.97203250943252,-37.819813076713636
144.9774795364281,-37.814184424578805
144.95819792083006,-37.796232633249026
144.95920154607995,-37.78793980015494
144.96026000969843,-37.79116979758996
144.9615025279981,-37.7913727751459
144.96348307181688,-37.78216929515567
144.9624898788341,-37.788686465993806
144.95588147257476,-37.805440812458315
144.94655240467793,-37.80871848947613
144.9647440537464,-37.79569554981296
144.96802140461656,-37.80247325876157
144.97783913559672,-37.81342517931655
144.96647324746047,-37.793154920649926
144.95984350596396,-37.790985887073404
144.9590639457386,-37.78906750193996
144.9688263645313,-37.789040884466736
144.95594422401845,-37.81302898401879
144.96684234015424,-37.79308998860385
144.96561861001197,-37.79685857719856
144.9619279418552,-37.79046839227859
144.96926384246584,-37.78650031398309
144.95943445695409,-37.786056866183486
144.95836971744208,-37.79128783826698
144.95972627660842,-37.78369402733134
144.96933983150967,-37.78605648991293
144.95802861212132,-37.79762675175521
144.9684188927908,-37.801534243279654
144.96220769685644,-37.79183830908776
144.96471441458192,-37.79586944837889
144.95904878529353,-37.792788611908584
144.96308225580339,-37.79204911310781
144.958148457044,-37.79663171789802
144.962716922491,-37.78053846439705
144.9659629375762,-37.79317106767647
144.9674815209544,-37.79304382252316
144.96366576373916,-37.784067674224765
144.97584560331828,-37.811847537441786
144.96190681417886,-37.79097053452952
144.9591817504926,-37.78810121228846
144.97502608718136,-37.81175937117304
144.97772679776205,-37.81409730833068
144.95940742396127,-37.78627203316396
144.95993221121586,-37.782040464310654
144.96297157540963,-37.781664760579794
144.9678019724915,-37.79380161432539
144.96927343792916,-37.7864442984861
144.96218712297988,-37.7890276106726
144.9621207086811,-37.789121743133144
144.9592754618055,-37.78734810647222
144.96835075283815,-37.7918083802773
144.96886001234316,-37.81418916980163
144.95812738528485,-37.796801690301926
144.9596626350899,-37.82642224307184
144.96470436893455,-37.79592744000062
144.94699434522104,-37.77654399251669
144.9778047481259,-37.813631527584974
144.95961612744634,-37.8264617574028
144.96035720859254,-37.77860930647356
144.97747091342248,-37.81423590455084
144.964916938,-37.79452013282715
144.96028325245882,-37.7792066296218
144.97624768843983,-37.812005744365145
144.96916902139796,-37.78705307723105
144.9637635712994,-37.7834629088538
144.9625801910694,-37.7885549618193
144.97656462497122,-37.81192571857009
144.96193893901153,-37.79076672445955
144.96191113527556,-37.79009743749927
144.96647885487909,-37.79331271466959
144.95816267150903,-37.79651685986571
144.96059332428663,-37.80938762500127
144.9603834992488,-37.778394100305235
144.96155539994416,-37.791338987940705
144.94162961417186,-37.814024598473864
144.96698088954503,-37.793055033608375
144.9464574837648,-37.808679235535486
144.97775287094115,-37.81394194629745
144.9683603156847,-37.79175129774861
144.96841743620627,-37.79140872120566
144.9723663891729,-37.81978147407916
144.96259269564322,-37.8032109227824
144.97771808429025,-37.814149106398865
144.9596915279596,-37.78397422340693
144.96081738575577,-37.79153729459303
144.97764880739075,-37.813153237829894
144.96849957008237,-37.81340307102985
144.96931143693564,-37.7862223904012
144.96705057942572,-37.793035209065174
144.9576286516909,-37.79733033221684
144.9778306173566,-37.813476995703844
144.96603696113203,-37.812314839351544
144.95755258269597,-37.79794800825758
144.9737506334768,-37.798536705523425
144.95947624612717,-37.82658007074281
144.9558254495168,-37.81300988056314
144.96193303492686,-37.790872085521954
144.95761259979005,-37.797455248454504
144.96268093329007,-37.77950312636205
144.95920814493059,-37.787885996595925
144.9724020486775,-37.79502666196004
144.96626535871678,-37.79332966576741
